TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,LoginAttempts,AccountBalance,PreviousTransactionDate
TRANSACTIONS1000BASELINE000359,ACB00119,663.19,2024-01-16T18:00:00,Debit,Memphis,Online,44,Engineer,1,3063.98,2024-01-15T22:00:00
TRANSACTIONS1000BASELINE000360,ACB00120,520.20,2024-02-12T00:00:00,Debit,Indianapolis,Branch,24,Student,1,4498.35,2024-02-09T07:00:00
TRANSACTIONS1000BASELINE000361,ACB00001,356.50,2024-01-22T10:00:00,Debit,Las Vegas,ATM,39,Student,1,6190.90,2024-01-22T00:00:00
TRANSACTIONS1000BASELINE000362,ACB00002,5.00,2024-02-06T01:00:00,Credit,Milwaukee,ATM,47,Retired,2,4137.15,2024-02-02T07:00:00
TRANSACTIONS1000BASELINE000363,ACB00003,288.09,2024-02-11T03:00:00,Debit,Indianapolis,Online,47,Engineer,1,5705.42,2024-02-09T07:00:00
TRANSACTIONS1000BASELINE000364,ACB00004,248.21,2024-01-20T20:00:00,Debit,Washington,Online,55,Retired,2,4480.08,2024-01-18T18:00:00
TRANSACTIONS1000BASELINE000365,ACB00005,289.99,2024-02-06T03:00:00,Debit,Jacksonville,Branch,47,Doctor,1,3232.95,2024-02-04T06:00:00
TRANSACTIONS1000BASELINE000366,ACB00006,713.58,2024-01-11T10:00:00,Credit,Omaha,Online,60,Retired,1,9783.17,2024-01-10T01:00:00
TRANSACTIONS1000BASELINE000367,ACB00007,446.53,2024-02-19T11:00:00,Debit,Seattle,Branch,43,Student,1,2936.31,2024-02-17T14:00:00
TRANSACTIONS1000BASELINE000368,ACB00008,447.07,2024-01-31T15:00:00,Debit,Las Vegas,Online,56,Engineer,1,5534.47,2024-01-28T16:00:00
TRANSACTIONS1000BASELINE000369,ACB00009,412.63,2024-02-09T06:00:00,Debit,Chicago,ATM,48,Engineer,1,5366.98,2024-02-08T19:00:00
TRANSACTIONS1000BASELINE000370,ACB00010,595.59,2024-01-10T23:00:00,Debit,Denver,Online,52,Retired,1,5858.62,2024-01-10T06:00:00
TRANSACTIONS1000BASELINE000371,ACB00011,5.00,2024-01-12T03:00:00,Credit,Virginia Beach,Online,43,Student,1,4741.12,2024-01-11T19:00:00
TRANSACTIONS1000BASELINE000372,ACB00012,70.84,2024-02-04T05:00:00,Debit,Baltimore,Online,44,Student,1,2940.33,2024-02-03T18:00:00
TRANSACTIONS1000BASELINE000373,ACB00013,200.95,2024-02-06T08:00:00,Debit,Seattle,Branch,54,Engineer,1,6864.48,2024-02-04T15:00:00
TRANSACTIONS1000BASELINE000374,ACB00014,246.63,2024-02-09T14:00:00,Debit,Omaha,ATM,48,Engineer,1,8172.65,2024-02-07T19:00:00
TRANSACTIONS1000BASELINE000375,ACB00015,225.55,2024-02-15T23:00:00,Debit,Omaha,Branch,32,Student,1,1455.10,2024-02-13T21:00:00
TRANSACTIONS1000BASELINE000376,ACB00016,162.83,2024-01-26T16:00:00,Debit,Columbus,Online,28,Student,1,8994.66,2024-01-22T18:00:00
TRANSACTIONS1000BASELINE000377,ACB00017,5.00,2024-02-11T21:00:00,Debit,Austin,Online,47,Engineer,1,5908.00,2024-02-11T05:00:00
TRANSACTIONS1000BASELINE000378,ACB00018,222.12,2024-02-05T08:00:00,Credit,San Antonio,Branch,40,Engineer,2,4482.25,2024-02-01T21:00:00
TRANSACTIONS1000BASELINE000379,ACB00019,662.04,2024-01-31T20:00:00,Debit,San Diego,ATM,46,Retired,1,4168.65,2024-01-30T13:00:00
TRANSACTIONS1000BASELINE000380,ACB00020,493.75,2024-02-13T08:00:00,Debit,Milwaukee,ATM,59,Engineer,1,2716.65,2024-02-10T20:00:00
TRANSACTIONS1000BASELINE000381,ACB00021,517.84,2024-02-17T03:00:00,Credit,Memphis,ATM,60,Retired,1,4342.95,2024-02-14T23:00:00
TRANSACTIONS1000BASELINE000382,ACB00022,465.13,2024-02-15T11:00:00,Debit,El Paso,Branch,52,Retired,1,3368.45,2024-02-13T05:00:00
TRANSACTIONS1000BASELINE000383,ACB00023,951.00,2024-01-22T05:00:00,Debit,Chicago,ATM,53,Doctor,2,6293.31,2024-01-21T18:00:00
TRANSACTIONS1000BASELINE000384,ACB00024,639.71,2024-01-20T08:00:00,Debit,Oklahoma City,ATM,45,Doctor,1,4960.39,2024-01-19T01:00:00
TRANSACTIONS1000BASELINE000385,ACB00025,166.52,2024-02-21T22:00:00,Debit,Charlotte,ATM,44,Student,3,6384.66,2024-02-18T20:00:00
TRANSACTIONS1000BASELINE000386,ACB00026,461.15,2024-01-20T00:00:00,Debit,San Francisco,Online,41,Student,1,4608.48,2024-01-19T03:00:00
TRANSACTIONS1000BASELINE000387,ACB00027,167.42,2024-01-09T01:00:00,Credit,Mesa,Online,39,Student,1,6982.91,2024-01-08T16:00:00
TRANSACTIONS1000BASELINE000388,ACB00028,273.99,2024-01-25T09:00:00,Debit,Miami,Online,44,Engineer,1,1468.74,2024-01-23T01:00:00
TRANSACTIONS1000BASELINE000389,ACB00029,221.16,2024-01-07T05:00:00,Debit,Los Angeles,Online,46,Doctor,1,9443.33,2024-01-04T06:00:00
TRANSACTIONS1000BASELINE000390,ACB00030,670.00,2024-02-02T17:00:00,Debit,Denver,Branch,48,Engineer,1,4078.13,2024-02-01T10:00:00
TRANSACTIONS1000BASELINE000391,ACB00031,537.22,2024-02-03T01:00:00,Debit,Detroit,Online,45,Student,2,2793.05,2024-02-02T13:00:00
TRANSACTIONS1000BASELINE000392,ACB00032,398.71,2024-02-08T13:00:00,Debit,Indianapolis,ATM,32,Student,1,1593.22,2024-02-08T03:00:00
TRANSACTIONS1000BASELINE000393,ACB00033,5.00,2024-01-26T09:00:00,Debit,Kansas City,Branch,52,Engineer,1,3889.58,2024-01-25T08:00:00
TRANSACTIONS1000BASELINE000394,ACB00034,577.09,2024-02-13T00:00:00,Debit,Milwaukee,Online,51,Retired,2,4250.74,2024-02-12T02:00:00
TRANSACTIONS1000BASELINE000395,ACB00035,467.38,2024-01-08T19:00:00,Debit,Sacramento,ATM,38,Student,1,5424.95,2024-01-07T11:00:00
TRANSACTIONS1000BASELINE000396,ACB00036,195.90,2024-01-07T04:00:00,Debit,Los Angeles,ATM,28,Student,1,6022.38,2024-01-05T11:00:00
TRANSACTIONS1000BASELINE000397,ACB00037,59.76,2024-02-17T03:00:00,Debit,Omaha,Online,43,Engineer,1,3952.63,2024-02-15T03:00:00
TRANSACTIONS1000BASELINE000398,ACB00038,440.14,2024-01-31T04:00:00,Debit,Memphis,Online,53,Doctor,1,4602.39,2024-01-30T10:00:00
TRANSACTIONS1000BASELINE000399,ACB00039,113.44,2024-01-20T18:00:00,Debit,Miami,Branch,44,Engineer,1,3054.11,2024-01-16T18:00:00
TRANSACTIONS1000BASELINE000400,ACB00040,229.64,2024-01-17T05:00:00,Debit,Colorado Springs,ATM,45,Student,1,3325.50,2024-01-15T06:00:00
TRANSACTIONS1000BASELINE000401,ACB00041,198.56,2024-01-24T12:00:00,Debit,Miami,ATM,45,Student,2,4816.08,2024-01-23T18:00:00
TRANSACTIONS1000BASELINE000402,ACB00042,349.86,2024-02-15T02:00:00,Debit,Colorado Springs,Branch,48,Doctor,1,9693.88,2024-02-12T18:00:00
TRANSACTIONS1000BASELINE000403,ACB00043,549.93,2024-02-11T11:00:00,Debit,Fort Worth,Branch,53,Retired,3,8690.54,2024-02-07T13:00:00
TRANSACTIONS1000BASELINE000404,ACB00044,764.39,2024-02-12T09:00:00,Debit,Denver,Online,37,Student,1,3630.21,2024-02-10T11:00:00
TRANSACTIONS1000BASELINE000405,ACB00045,113.91,2024-01-24T00:00:00,Debit,Philadelphia,ATM,71,Retired,2,4259.68,2024-01-21T08:00:00
TRANSACTIONS1000BASELINE000406,ACB00046,5.00,2024-02-09T03:00:00,Debit,Seattle,ATM,43,Engineer,3,5176.03,2024-02-07T20:00:00
TRANSACTIONS1000BASELINE000407,ACB00047,628.39,2024-01-31T10:00:00,Debit,Jacksonville,Branch,40,Student,1,5008.07,2024-01-28T01:00:00
TRANSACTIONS1000BASELINE000408,ACB00048,90.69,2024-01-14T21:00:00,Credit,Milwaukee,Online,53,Doctor,1,8674.24,2024-01-12T08:00:00
TRANSACTIONS1000BASELINE000409,ACB00049,90.81,2024-01-23T08:00:00,Credit,Raleigh,Branch,56,Retired,1,7704.01,2024-01-19T23:00:00
TRANSACTIONS1000BASELINE000410,ACB00050,146.02,2024-02-20T02:00:00,Credit,Philadelphia,ATM,46,Retired,3,6852.66,2024-02-19T14:00:00
TRANSACTIONS1000BASELINE000411,ACB00051,121.52,2024-02-08T19:00:00,Debit,Houston,Online,52,Retired,1,6893.93,2024-02-05T23:00:00
TRANSACTIONS1000BASELINE000412,ACB00052,247.51,2024-01-26T10:00:00,Debit,Miami,ATM,46,Retired,1,1718.86,2024-01-25T01:00:00
TRANSACTIONS1000BASELINE000413,ACB00053,264.81,2024-02-23T13:00:00,Debit,Omaha,Branch,47,Doctor,1,9236.06,2024-02-20T04:00:00
TRANSACTIONS1000BASELINE000414,ACB00054,316.61,2024-01-11T01:00:00,Debit,Memphis,ATM,35,Student,1,3706.37,2024-01-10T03:00:00
TRANSACTIONS1000BASELINE000415,ACB00055,5.00,2024-02-01T05:00:00,Credit,Seattle,ATM,54,Engineer,1,4379.15,2024-01-30T19:00:00
TRANSACTIONS1000BASELINE000416,ACB00056,164.17,2024-01-18T20:00:00,Debit,Fresno,ATM,25,Student,1,880.02,2024-01-16T17:00:00
TRANSACTIONS1000BASELINE000417,ACB00057,571.73,2024-01-30T17:00:00,Debit,San Antonio,ATM,37,Student,2,4447.68,2024-01-27T15:00:00
TRANSACTIONS1000BASELINE000418,ACB00058,96.18,2024-02-05T02:00:00,Debit,San Diego,Online,48,Engineer,1,2392.23,2024-02-03T14:00:00
TRANSACTIONS1000BASELINE000419,ACB00059,310.71,2024-01-07T14:00:00,Credit,Chicago,Online,40,Doctor,1,6208.06,2024-01-06T09:00:00
TRANSACTIONS1000BASELINE000420,ACB00060,1823.04,2024-02-11T13:00:00,Debit,Las Vegas,Online,60,Doctor,1,8416.23,2024-02-10T07:00:00
TRANSACTIONS1000BASELINE000421,ACB00061,182.08,2024-02-06T09:00:00,Debit,Chicago,Online,38,Student,2,4264.44,2024-02-04T22:00:00
TRANSACTIONS1000BASELINE000422,ACB00062,5.00,2024-02-19T15:00:00,Debit,Miami,ATM,45,Student,1,6426.88,2024-02-17T18:00:00
TRANSACTIONS1000BASELINE000423,ACB00063,243.30,2024-02-03T06:00:00,Debit,Milwaukee,Online,28,Student,1,3751.37,2024-01-30T09:00:00
TRANSACTIONS1000BASELINE000424,ACB00064,5.00,2024-01-24T12:00:00,Credit,Louisville,ATM,32,Student,2,3619.65,2024-01-23T21:00:00
TRANSACTIONS1000BASELINE000425,ACB00065,81.38,2024-01-11T03:00:00,Debit,Milwaukee,Branch,49,Engineer,1,4821.80,2024-01-09T04:00:00
TRANSACTIONS1000BASELINE000426,ACB00066,509.64,2024-02-04T17:00:00,Debit,Tucson,Online,50,Engineer,1,7336.96,2024-02-03T13:00:00
TRANSACTIONS1000BASELINE000427,ACB00067,708.61,2024-02-14T21:00:00,Debit,Charlotte,Online,47,Doctor,1,3569.50,2024-02-12T15:00:00
TRANSACTIONS1000BASELINE000428,ACB00068,546.45,2024-01-27T16:00:00,Debit,Seattle,ATM,58,Retired,1,4795.46,2024-01-26T06:00:00
TRANSACTIONS1000BASELINE000429,ACB00069,223.04,2024-01-08T19:00:00,Debit,New York,Online,39,Doctor,1,7547.04,2024-01-08T13:00:00
TRANSACTIONS1000BASELINE000430,ACB00070,187.64,2024-01-21T18:00:00,Credit,Portland,Online,48,Student,3,2181.74,2024-01-19T11:00:00
TRANSACTIONS1000BASELINE000431,ACB00071,564.30,2024-02-12T14:00:00,Debit,Dallas,ATM,39,Student,1,1618.85,2024-02-11T01:00:00
TRANSACTIONS1000BASELINE000432,ACB00072,317.87,2024-01-29T01:00:00,Debit,Las Vegas,ATM,49,Doctor,1,5719.38,2024-01-25T18:00:00
TRANSACTIONS1000BASELINE000433,ACB00073,648.33,2024-02-09T17:00:00,Debit,Las Vegas,Online,42,Student,1,3029.40,2024-02-09T03:00:00
TRANSACTIONS1000BASELINE000434,ACB00074,220.91,2024-02-01T08:00:00,Debit,Las Vegas,ATM,59,Doctor,1,6517.58,2024-01-28T08:00:00
TRANSACTIONS1000BASELINE000435,ACB00075,160.45,2024-02-21T08:00:00,Debit,El Paso,Branch,47,Retired,2,7975.49,2024-02-20T12:00:00
TRANSACTIONS1000BASELINE000436,ACB00076,345.55,2024-02-18T05:00:00,Debit,Kansas City,Online,49,Engineer,1,6531.92,2024-02-17T20:00:00
TRANSACTIONS1000BASELINE000437,ACB00077,769.44,2024-01-14T01:00:00,Debit,Raleigh,Branch,51,Retired,1,4459.18,2024-01-11T08:00:00
TRANSACTIONS1000BASELINE000438,ACB00078,375.91,2024-01-11T19:00:00,Debit,Seattle,ATM,42,Student,1,1116.72,2024-01-09T03:00:00
TRANSACTIONS1000BASELINE000439,ACB00079,59.53,2024-02-04T03:00:00,Debit,Phoenix,Online,40,Doctor,3,6719.35,2024-02-01T07:00:00
TRANSACTIONS1000BASELINE000440,ACB00080,404.19,2024-01-31T11:00:00,Debit,Dallas,Online,43,Student,1,5945.79,2024-01-28T03:00:00
TRANSACTIONS1000BASELINE000441,ACB00081,233.20,2024-02-06T15:00:00,Debit,Charlotte,Branch,42,Student,1,3729.09,2024-02-02T18:00:00
TRANSACTIONS1000BASELINE000442,ACB00082,408.03,2024-02-15T07:00:00,Debit,Washington,ATM,43,Doctor,1,5195.08,2024-02-13T02:00:00
TRANSACTIONS1000BASELINE000443,ACB00083,87.18,2024-02-19T16:00:00,Debit,Denver,Online,32,Engineer,1,5460.12,2024-02-17T13:00:00
TRANSACTIONS1000BASELINE000444,ACB00084,193.84,2024-02-11T09:00:00,Debit,Columbus,Branch,43,Student,2,2185.87,2024-02-08T09:00:00
TRANSACTIONS1000BASELINE000445,ACB00085,332.83,2024-01-27T01:00:00,Debit,Tucson,Branch,48,Engineer,1,4275.06,2024-01-23T01:00:00
TRANSACTIONS1000BASELINE000446,ACB00086,265.97,2024-02-21T09:00:00,Debit,Memphis,Online,37,Engineer,2,7053.81,2024-02-17T21:00:00
TRANSACTIONS1000BASELINE000447,ACB00087,225.30,2024-02-16T09:00:00,Debit,Mesa,ATM,40,Student,1,6109.78,2024-02-15T21:00:00
TRANSACTIONS1000BASELINE000448,ACB00088,578.77,2024-01-10T09:00:00,Debit,Fort Worth,Branch,25,Student,2,2264.44,2024-01-06T16:00:00
TRANSACTIONS1000BASELINE000449,ACB00089,281.88,2024-01-26T06:00:00,Debit,Seattle,ATM,46,Retired,1,5581.61,2024-01-22T06:00:00
TRANSACTIONS1000BASELINE000450,ACB00090,323.26,2024-01-30T00:00:00,Credit,Milwaukee,Branch,35,Engineer,1,1503.36,2024-01-29T10:00:00
TRANSACTIONS1000BASELINE000451,ACB00091,492.12,2024-02-20T23:00:00,Debit,Philadelphia,ATM,44,Doctor,2,3757.16,2024-02-17T21:00:00
TRANSACTIONS1000BASELINE000452,ACB00092,912.75,2024-02-03T08:00:00,Debit,Tucson,Online,39,Doctor,2,7311.52,2024-01-31T05:00:00
TRANSACTIONS1000BASELINE000453,ACB00093,327.04,2024-02-19T09:00:00,Debit,Seattle,ATM,39,Engineer,1,7768.88,2024-02-18T17:00:00
TRANSACTIONS1000BASELINE000454,ACB00094,600.93,2024-01-18T04:00:00,Debit,Raleigh,ATM,49,Doctor,1,6719.82,2024-01-16T00:00:00
TRANSACTIONS1000BASELINE000455,ACB00095,326.53,2024-02-17T01:00:00,Credit,San Diego,Branch,55,Retired,3,6410.91,2024-02-14T03:00:00
TRANSACTIONS1000BASELINE000456,ACB00096,1367.14,2024-02-11T23:00:00,Debit,San Francisco,ATM,53,Doctor,1,6106.45,2024-02-10T09:00:00
TRANSACTIONS1000BASELINE000457,ACB00097,318.89,2024-01-31T15:00:00,Debit,Milwaukee,ATM,52,Retired,1,4835.11,2024-01-27T21:00:00
TRANSACTIONS1000BASELINE000458,ACB00098,76.31,2024-02-23T15:00:00,Debit,Mesa,Online,38,Student,1,3618.37,2024-02-20T10:00:00
TRANSACTIONS1000BASELINE000459,ACB00099,58.74,2024-02-18T08:00:00,Debit,Seattle,Online,58,Retired,1,3772.46,2024-02-15T15:00:00
TRANSACTIONS1000BASELINE000460,ACB00100,213.57,2024-02-20T09:00:00,Debit,Portland,ATM,49,Student,2,8023.79,2024-02-19T10:00:00
TRANSACTIONS1000BASELINE000461,ACB00101,310.43,2024-01-14T10:00:00,Debit,Atlanta,Branch,54,Retired,1,5212.08,2024-01-12T15:00:00
TRANSACTIONS1000BASELINE000462,ACB00102,133.62,2024-01-14T09:00:00,Credit,Charlotte,Branch,48,Engineer,1,5162.42,2024-01-13T01:00:00
TRANSACTIONS1000BASELINE000463,ACB00103,547.52,2024-02-07T16:00:00,Credit,Memphis,Online,34,Student,1,1326.14,2024-02-05T03:00:00
TRANSACTIONS1000BASELINE000464,ACB00104,688.30,2024-01-21T00:00:00,Debit,Baltimore,Branch,28,Student,1,1605.97,2024-01-18T19:00:00
TRANSACTIONS1000BASELINE000465,ACB00105,795.09,2024-01-14T20:00:00,Debit,Sacramento,Online,50,Doctor,1,9376.76,2024-01-11T20:00:00
TRANSACTIONS1000BASELINE000466,ACB00106,163.68,2024-02-08T09:00:00,Debit,Omaha,Branch,44,Engineer,1,5534.69,2024-02-04T19:00:00
TRANSACTIONS1000BASELINE000467,ACB00107,332.07,2024-02-08T04:00:00,Debit,San Antonio,ATM,46,Retired,1,4116.00,2024-02-07T13:00:00
TRANSACTIONS1000BASELINE000468,ACB00108,461.89,2024-01-20T17:00:00,Debit,Virginia Beach,Branch,35,Doctor,2,6854.09,2024-01-20T05:00:00
TRANSACTIONS1000BASELINE000469,ACB00109,79.93,2024-01-26T06:00:00,Debit,Tucson,ATM,39,Student,1,4345.27,2024-01-23T01:00:00
TRANSACTIONS1000BASELINE000470,ACB00110,143.84,2024-01-27T17:00:00,Debit,Omaha,Branch,37,Engineer,1,5466.01,2024-01-26T05:00:00
TRANSACTIONS1000BASELINE000471,ACB00111,5.00,2024-02-01T07:00:00,Debit,Atlanta,ATM,43,Doctor,1,4990.90,2024-01-30T04:00:00
TRANSACTIONS1000BASELINE000472,ACB00112,433.36,2024-01-12T17:00:00,Debit,Detroit,ATM,38,Student,3,2292.99,2024-01-09T02:00:00
TRANSACTIONS1000BASELINE000473,ACB00113,256.97,2024-01-16T09:00:00,Debit,Miami,Online,39,Student,1,6139.54,2024-01-13T22:00:00
TRANSACTIONS1000BASELINE000474,ACB00114,6.96,2024-01-22T09:00:00,Credit,San Jose,ATM,41,Engineer,1,2851.21,2024-01-20T19:00:00
TRANSACTIONS1000BASELINE000475,ACB00115,250.36,2024-01-22T21:00:00,Debit,Philadelphia,ATM,47,Engineer,1,3849.24,2024-01-19T06:00:00
TRANSACTIONS1000BASELINE000476,ACB00116,394.20,2024-02-15T01:00:00,Debit,Portland,ATM,43,Student,1,5895.46,2024-02-14T08:00:00
TRANSACTIONS1000BASELINE000477,ACB00117,745.27,2024-01-11T07:00:00,Debit,Philadelphia,ATM,41,Retired,1,2334.21,2024-01-08T16:00:00
TRANSACTIONS1000BASELINE000478,ACB00118,599.86,2024-01-17T06:00:00,Debit,San Francisco,Branch,51,Retired,1,5208.40,2024-01-15T17:00:00
TRANSACTIONS1000BASELINE000479,ACB00119,2015.07,2024-01-18T03:00:00,Credit,Memphis,Online,44,Engineer,1,4121.14,2024-01-16T18:00:00
TRANSACTIONS1000BASELINE000480,ACB00120,513.45,2024-02-12T18:00:00,Credit,Philadelphia,Branch,24,Student,3,5041.55,2024-02-12T00:00:00
TRANSACTIONS1000BASELINE000481,ACB00001,344.88,2024-01-22T17:00:00,Debit,Oklahoma City,Online,39,Student,1,5525.05,2024-01-22T10:00:00
TRANSACTIONS1000BASELINE000482,ACB00002,68.53,2024-02-07T16:00:00,Credit,Tucson,Branch,47,Retired,1,3842.73,2024-02-06T01:00:00
TRANSACTIONS1000BASELINE000483,ACB00003,152.75,2024-02-13T07:00:00,Debit,Indianapolis,ATM,47,Engineer,1,6160.86,2024-02-11T03:00:00
TRANSACTIONS1000BASELINE000484,ACB00004,345.82,2024-01-24T13:00:00,Debit,Omaha,ATM,55,Retired,2,4629.26,2024-01-20T20:00:00
TRANSACTIONS1000BASELINE000485,ACB00005,220.30,2024-02-07T08:00:00,Debit,New York,Online,47,Doctor,3,3427.55,2024-02-06T03:00:00
TRANSACTIONS1000BASELINE000486,ACB00006,198.24,2024-01-14T04:00:00,Debit,Milwaukee,Online,60,Retired,1,6558.75,2024-01-11T10:00:00
TRANSACTIONS1000BASELINE000487,ACB00007,621.62,2024-02-22T09:00:00,Debit,Seattle,Online,43,Student,1,3045.08,2024-02-19T11:00:00
TRANSACTIONS1000BASELINE000488,ACB00008,334.11,2024-02-04T02:00:00,Credit,Charlotte,Online,56,Engineer,1,8215.83,2024-01-31T15:00:00
TRANSACTIONS1000BASELINE000489,ACB00009,578.43,2024-02-09T12:00:00,Credit,Detroit,ATM,48,Engineer,2,5943.16,2024-02-09T06:00:00
TRANSACTIONS1000BASELINE000490,ACB00010,5.00,2024-01-12T16:00:00,Debit,Phoenix,Branch,52,Retired,1,4137.80,2024-01-10T23:00:00
TRANSACTIONS1000BASELINE000491,ACB00011,755.95,2024-01-15T07:00:00,Debit,Dallas,Online,43,Student,1,7003.07,2024-01-12T03:00:00
TRANSACTIONS1000BASELINE000492,ACB00012,87.01,2024-02-05T05:00:00,Credit,Charlotte,Branch,44,Student,1,4132.72,2024-02-04T05:00:00
TRANSACTIONS1000BASELINE000493,ACB00013,88.89,2024-02-06T23:00:00,Debit,Las Vegas,Online,54,Engineer,2,6597.72,2024-02-06T08:00:00
TRANSACTIONS1000BASELINE000494,ACB00014,219.30,2024-02-11T20:00:00,Credit,Charlotte,Branch,48,Engineer,1,4362.47,2024-02-09T14:00:00
TRANSACTIONS1000BASELINE000495,ACB00015,307.10,2024-02-16T07:00:00,Debit,Omaha,Branch,32,Student,3,893.76,2024-02-15T23:00:00
TRANSACTIONS1000BASELINE000496,ACB00016,172.97,2024-01-27T20:00:00,Debit,Columbus,ATM,28,Student,1,8404.79,2024-01-26T16:00:00
TRANSACTIONS1000BASELINE000497,ACB00017,194.20,2024-02-13T12:00:00,Debit,Jacksonville,ATM,47,Engineer,2,4454.44,2024-02-11T21:00:00
TRANSACTIONS1000BASELINE000498,ACB00018,463.11,2024-02-07T02:00:00,Debit,Albuquerque,Branch,40,Engineer,2,2861.40,2024-02-05T08:00:00
TRANSACTIONS1000BASELINE000499,ACB00019,508.03,2024-02-01T17:00:00,Debit,Philadelphia,ATM,46,Retired,1,2630.13,2024-01-31T20:00:00
TRANSACTIONS1000BASELINE000500,ACB00020,511.13,2024-02-17T05:00:00,Debit,Milwaukee,ATM,59,Engineer,1,3669.83,2024-02-13T08:00:00
TRANSACTIONS1000BASELINE000501,ACB00021,287.47,2024-02-19T02:00:00,Credit,Seattle,ATM,60,Retired,1,4644.01,2024-02-17T03:00:00
TRANSACTIONS1000BASELINE000502,ACB00022,223.51,2024-02-19T05:00:00,Debit,Dallas,Branch,52,Retired,1,2896.30,2024-02-15T11:00:00
TRANSACTIONS1000BASELINE000503,ACB00023,1244.38,2024-01-25T00:00:00,Debit,Chicago,ATM,53,Doctor,1,7948.50,2024-01-22T05:00:00
TRANSACTIONS1000BASELINE000504,ACB00024,244.60,2024-01-21T07:00:00,Debit,Fresno,ATM,45,Doctor,1,9709.07,2024-01-20T08:00:00
TRANSACTIONS1000BASELINE000505,ACB00025,5.00,2024-02-23T07:00:00,Debit,Charlotte,Online,44,Student,1,7085.60,2024-02-21T22:00:00
TRANSACTIONS1000BASELINE000506,ACB00026,240.09,2024-01-23T19:00:00,Credit,Sacramento,Branch,41,Student,1,2325.49,2024-01-20T00:00:00
TRANSACTIONS1000BASELINE000507,ACB00027,185.70,2024-01-09T19:00:00,Debit,Louisville,Branch,39,Student,1,4922.94,2024-01-09T01:00:00
TRANSACTIONS1000BASELINE000508,ACB00028,419.98,2024-01-26T08:00:00,Debit,Miami,Online,44,Engineer,1,6082.81,2024-01-25T09:00:00
TRANSACTIONS1000BASELINE000509,ACB00029,349.63,2024-01-10T03:00:00,Debit,Nashville,ATM,46,Doctor,1,7524.18,2024-01-07T05:00:00
TRANSACTIONS1000BASELINE000510,ACB00030,359.23,2024-02-06T07:00:00,Debit,Tucson,ATM,48,Engineer,1,3312.14,2024-02-02T17:00:00
TRANSACTIONS1000BASELINE000511,ACB00031,196.31,2024-02-05T01:00:00,Debit,San Jose,ATM,45,Student,1,2589.20,2024-02-03T01:00:00
TRANSACTIONS1000BASELINE000512,ACB00032,5.00,2024-02-11T23:00:00,Debit,Miami,Branch,32,Student,1,2838.49,2024-02-08T13:00:00
TRANSACTIONS1000BASELINE000513,ACB00033,25.80,2024-01-27T01:00:00,Credit,Phoenix,Branch,52,Engineer,1,4756.16,2024-01-26T09:00:00
TRANSACTIONS1000BASELINE000514,ACB00034,405.37,2024-02-16T06:00:00,Debit,Austin,Online,51,Retired,1,4111.86,2024-02-13T00:00:00
TRANSACTIONS1000BASELINE000515,ACB00035,102.05,2024-01-09T22:00:00,Credit,El Paso,Branch,38,Student,1,4773.72,2024-01-08T19:00:00
TRANSACTIONS1000BASELINE000516,ACB00036,653.13,2024-01-10T09:00:00,Debit,San Francisco,ATM,28,Student,1,8787.31,2024-01-07T04:00:00
TRANSACTIONS1000BASELINE000517,ACB00037,868.69,2024-02-18T04:00:00,Debit,Sacramento,ATM,43,Engineer,1,3418.18,2024-02-17T03:00:00
TRANSACTIONS1000BASELINE000518,ACB00038,886.42,2024-02-02T02:00:00,Debit,Memphis,Branch,53,Doctor,1,3178.55,2024-01-31T04:00:00
TRANSACTIONS1000BASELINE000519,ACB00039,30.05,2024-01-22T20:00:00,Debit,Miami,ATM,44,Engineer,1,4000.31,2024-01-20T18:00:00
TRANSACTIONS1000BASELINE000520,ACB00040,139.24,2024-01-18T09:00:00,Debit,Louisville,Online,45,Student,1,3696.05,2024-01-17T05:00:00
TRANSACTIONS1000BASELINE000521,ACB00041,283.74,2024-01-25T13:00:00,Debit,Louisville,ATM,45,Student,1,3804.86,2024-01-24T12:00:00
TRANSACTIONS1000BASELINE000522,ACB00042,120.89,2024-02-17T03:00:00,Credit,Phoenix,Branch,48,Doctor,2,9415.41,2024-02-15T02:00:00
TRANSACTIONS1000BASELINE000523,ACB00043,442.67,2024-02-15T02:00:00,Debit,Dallas,Branch,53,Retired,1,7161.66,2024-02-11T11:00:00
TRANSACTIONS1000BASELINE000524,ACB00044,451.15,2024-02-13T01:00:00,Debit,Denver,ATM,37,Student,1,1982.70,2024-02-12T09:00:00
TRANSACTIONS1000BASELINE000525,ACB00045,145.07,2024-01-26T06:00:00,Debit,Philadelphia,ATM,71,Retired,1,5381.04,2024-01-24T00:00:00
TRANSACTIONS1000BASELINE000526,ACB00046,200.86,2024-02-11T16:00:00,Debit,Omaha,Online,43,Engineer,1,5861.89,2024-02-09T03:00:00
TRANSACTIONS1000BASELINE000527,ACB00047,239.72,2024-02-02T12:00:00,Debit,Jacksonville,Branch,40,Student,2,3390.45,2024-01-31T10:00:00
TRANSACTIONS1000BASELINE000528,ACB00048,259.56,2024-01-17T04:00:00,Debit,Las Vegas,Online,53,Doctor,1,9145.35,2024-01-14T21:00:00
TRANSACTIONS1000BASELINE000529,ACB00049,318.82,2024-01-24T06:00:00,Credit,Raleigh,Branch,56,Retired,1,7071.94,2024-01-23T08:00:00
